"Tpr","Ppr","z","set"
1.3,6.93856,0.885022,"5"
1.3,6.93859,0.885024,"5"
1.3,6.93927,0.885084,"5"
1.3,6.93957,0.885111,"5"
1.3,6.94726,0.885782,"5"
1.3,6.96538,0.887367,"5"
1.3,6.97362,0.888088,"5"
1.3,6.9825,0.888863,"5"
1.3,6.99044,0.889558,"5"
1.3,6.99078,0.889587,"5"
1.3,6.99917,0.890321,"5"
1.3,6.99931,0.890333,"5"
1.3,6.99948,0.890348,"5"
1.3,6.99992,0.890387,"5"
1.3,7.01618,0.891808,"5"
1.3,7.01621,0.891811,"5"
1.3,7.01687,0.891869,"5"
1.3,7.0335,0.893323,"5"
1.3,7.03436,0.893398,"5"
1.3,7.05148,0.894895,"5"
1.3,7.05977,0.895619,"5"
1.3,7.06807,0.896344,"5"
1.3,7.0683,0.896365,"5"
1.3,7.06848,0.896381,"5"
1.3,7.07679,0.897107,"5"
1.3,7.0938,0.898595,"5"
1.3,7.09448,0.898654,"5"
1.3,7.10245,0.899351,"5"
1.3,7.11111,0.900108,"5"
1.3,7.11196,0.900182,"5"
1.3,7.12065,0.900941,"5"
1.3,7.12908,0.901679,"5"
1.3,7.13738,0.902405,"5"
1.3,7.14609,0.903166,"5"
1.3,7.15431,0.903884,"5"
1.3,7.15454,0.903904,"5"
1.3,7.16304,0.904647,"5"
1.3,7.17209,0.905439,"5"
1.3,7.18005,0.906134,"5"
1.3,7.18007,0.906137,"5"
1.3,7.18094,0.906213,"5"
1.3,7.18099,0.906217,"5"
1.3,7.19736,0.907648,"5"
1.3,7.19807,0.90771,"5"
1.3,7.21499,0.90919,"5"
1.3,7.2237,0.909951,"5"
1.3,7.23193,0.91067,"5"
1.3,7.23215,0.91069,"5"
1.3,7.24065,0.911433,"5"
1.3,7.24134,0.911493,"5"
1.3,7.2497,0.912224,"5"
1.3,7.25767,0.912921,"5"
1.3,7.26632,0.913677,"5"
1.3,7.27498,0.914434,"5"
1.3,7.27567,0.914495,"5"
1.3,7.2926,0.915975,"5"
1.3,7.30131,0.916737,"5"
1.3,7.31817,0.91821,"5"
1.3,7.31839,0.91823,"5"
1.3,7.32689,0.918973,"5"
1.3,7.32731,0.919009,"5"
1.3,7.34391,0.920461,"5"
1.3,7.34394,0.920463,"5"
1.3,7.35328,0.92128,"5"
1.3,7.35345,0.921294,"5"
1.3,7.36123,0.921975,"5"
1.3,7.37884,0.923515,"5"
1.3,7.37893,0.923522,"5"
1.3,7.39579,0.924996,"5"
1.3,7.396,0.925015,"5"
1.3,7.39629,0.92504,"5"
1.3,7.40451,0.925758,"5"
1.3,7.41379,0.92657,"5"
1.3,7.42226,0.927311,"5"
1.3,7.4388,0.928757,"5"
1.3,7.43884,0.92876,"5"
1.3,7.45645,0.9303,"5"
1.3,7.45654,0.930308,"5"
1.3,7.47362,0.931801,"5"
1.3,7.4739,0.931825,"5"
1.3,7.48203,0.932536,"5"
1.3,7.48212,0.932544,"5"
1.3,7.49052,0.933278,"5"
1.3,7.49987,0.934096,"5"
1.3,7.51718,0.935609,"5"
1.3,7.52505,0.936297,"5"
1.3,7.52509,0.9363,"5"
1.3,7.53406,0.937085,"5"
1.3,7.53415,0.937093,"5"
1.3,7.55123,0.938586,"5"
1.3,7.5515,0.93861,"5"
1.3,7.55965,0.939322,"5"
1.3,7.56836,0.940084,"5"
1.3,7.56885,0.940126,"5"
1.3,7.57677,0.940819,"5"
1.3,7.57752,0.940885,"5"
1.3,7.60271,0.943086,"5"
1.3,7.61167,0.943871,"5"
1.3,7.61176,0.943878,"5"
1.3,7.62884,0.945371,"5"
1.3,7.64589,0.946862,"5"
1.3,7.64597,0.946869,"5"
1.3,7.64636,0.946903,"5"
1.3,7.68895,0.950627,"5"
1.3,7.68929,0.950656,"5"
1.3,7.68937,0.950663,"5"
1.3,7.71508,0.952911,"5"
1.3,7.72351,0.953648,"5"
1.3,7.72397,0.953688,"5"
1.3,7.73222,0.954409,"5"
1.3,7.76657,0.957412,"5"
1.3,7.76698,0.957448,"5"
1.3,7.77552,0.958195,"5"
1.3,7.78447,0.958978,"5"
1.3,7.79269,0.959697,"5"
1.3,7.80158,0.960473,"5"
1.3,7.80975,0.961188,"5"
1.3,7.80983,0.961195,"5"
1.3,7.84459,0.964234,"5"
1.3,7.84481,0.964253,"5"
1.3,7.85281,0.964952,"5"
1.3,7.85314,0.964981,"5"
1.3,7.86198,0.965754,"5"
1.3,7.87031,0.966482,"5"
1.3,7.87056,0.966504,"5"
1.3,7.88737,0.967974,"5"
1.3,7.88745,0.967981,"5"
1.3,7.89593,0.968722,"5"
1.3,7.9222,0.971019,"5"
1.3,7.93074,0.971766,"5"
1.3,7.94792,0.973267,"5"
1.3,7.96499,0.97476,"5"
1.3,7.96506,0.974766,"5"
1.3,7.98218,0.976262,"5"
1.3,7.99972,0.977797,"5"
1.3,7.9998,0.977803,"5"
1.3,8.00003,0.977823,"5"
1.3,8.01667,0.979278,"5"
1.3,8.03416,0.980807,"5"
1.3,8.05123,0.9823,"5"
1.3,8.0517,0.98234,"5"
1.3,8.06855,0.983813,"5"
1.3,8.07734,0.984582,"5"
1.3,8.07742,0.984589,"5"
1.3,8.10292,0.986819,"5"
1.3,8.10341,0.986862,"5"
1.3,8.11177,0.987593,"5"
1.3,8.12059,0.988363,"5"
1.3,8.12884,0.989085,"5"
1.3,8.15479,0.991353,"5"
1.3,8.15503,0.991375,"5"
1.3,8.16329,0.992097,"5"
1.3,8.16358,0.992122,"5"
1.3,8.19801,0.995132,"5"
1.3,8.20645,0.99587,"5"
1.3,8.21559,0.996669,"5"
1.3,8.2324,0.998139,"5"
1.3,8.23257,0.998153,"5"
1.3,8.24954,0.999637,"5"
1.3,8.27562,1.00192,"5"
1.3,8.2927,1.00341,"5"
1.3,8.31001,1.00492,"5"
1.3,8.31017,1.00494,"5"
1.3,8.31899,1.00571,"5"
1.3,8.32715,1.00642,"5"
1.3,8.34478,1.00796,"5"
1.3,8.35324,1.0087,"5"
1.3,8.36195,1.00947,"5"
1.3,8.37032,1.0102,"5"
1.3,8.39626,1.01246,"5"
1.3,8.40476,1.01321,"5"
1.3,8.43085,1.01549,"5"
1.3,8.45657,1.01774,"5"
1.3,8.47388,1.01925,"5"
1.3,8.49101,1.02075,"5"
1.3,8.51709,1.02303,"5"
1.3,8.53418,1.02452,"5"
1.3,8.55149,1.02604,"5"
1.3,8.56863,1.02753,"5"
1.3,8.58615,1.02907,"5"
1.3,8.59491,1.02983,"5"
1.3,8.61209,1.03133,"5"
1.3,8.62042,1.03206,"5"
1.3,8.63773,1.03358,"5"
1.3,8.65487,1.03507,"5"
1.3,8.69803,1.03885,"5"
1.3,8.71535,1.04036,"5"
1.3,8.71539,1.04036,"5"
1.3,8.73249,1.04186,"5"
1.3,8.76693,1.04487,"5"
1.3,8.76696,1.04487,"5"
1.3,8.77581,1.04565,"5"
1.3,8.78428,1.04639,"5"
1.3,8.78435,1.04639,"5"
1.3,8.81873,1.0494,"5"
1.3,8.84485,1.05168,"5"
1.3,8.85332,1.05242,"5"
1.3,8.86189,1.05317,"5"
1.3,8.89634,1.05619,"5"
1.3,8.89665,1.05621,"5"
1.3,8.92236,1.05846,"5"
1.3,8.97396,1.06297,"5"
1.3,8.99133,1.06449,"5"
1.3,9.05162,1.06976,"5"
1.3,9.11192,1.07503,"5"
1.3,9.12052,1.07578,"5"
1.3,9.1292,1.07654,"5"
1.3,9.12923,1.07655,"5"
1.3,9.16375,1.07956,"5"
1.3,9.17258,1.08034,"5"
1.3,9.18107,1.08108,"5"
1.3,9.20681,1.08333,"5"
1.3,9.23261,1.08558,"5"
1.3,9.24141,1.08635,"5"
1.3,9.29295,1.09086,"5"
1.3,9.35329,1.09614,"5"
1.3,9.4052,1.10067,"5"
1.3,9.41364,1.10141,"5"
1.3,9.47398,1.10669,"5"
1.3,9.47425,1.10671,"5"
1.3,9.48271,1.10745,"5"
1.3,9.5257,1.11121,"5"
1.3,9.54305,1.11273,"5"
1.3,9.58605,1.11648,"5"
1.3,9.6034,1.118,"5"
1.3,9.64638,1.12176,"5"
1.3,9.66374,1.12328,"5"
1.3,9.70694,1.12705,"5"
1.3,9.70709,1.12707,"5"
1.3,9.72409,1.12855,"5"
1.3,9.74121,1.13005,"5"
1.3,9.76728,1.13233,"5"
1.3,9.78443,1.13383,"5"
1.3,9.80155,1.13533,"5"
1.3,9.82763,1.1376,"5"
1.3,9.84477,1.1391,"5"
1.3,9.8619,1.1406,"5"
1.3,9.88797,1.14288,"5"
1.3,9.90511,1.14438,"5"
1.3,9.91361,1.14512,"5"
1.3,9.94832,1.14816,"5"
1.3,9.96546,1.14966,"5"
1.3,9.96579,1.14968,"5"
1.3,9.97396,1.15041,"5"
1.3,10.0001,1.15273,"5"
1.3,10.0087,1.15349,"5"
1.3,10.0172,1.15424,"5"
1.3,10.0343,1.15576,"5"
1.3,10.0691,1.15885,"5"
1.3,10.0775,1.15959,"5"
1.3,10.0946,1.16111,"5"
1.3,10.1207,1.16342,"5"
1.3,10.1295,1.1642,"5"
1.3,10.1379,1.16494,"5"
1.3,10.1383,1.16498,"5"
1.3,10.155,1.16646,"5"
1.3,10.1811,1.16878,"5"
1.3,10.1898,1.16955,"5"
1.3,10.1899,1.16956,"5"
1.3,10.1982,1.1703,"5"
1.3,10.2153,1.17181,"5"
1.3,10.2501,1.17489,"5"
1.3,10.2503,1.17491,"5"
1.3,10.2586,1.17565,"5"
1.3,10.2588,1.17567,"5"
1.3,10.2757,1.17717,"5"
1.3,10.2935,1.17874,"5"
1.3,10.3018,1.17948,"5"
1.3,10.3189,1.181,"5"
1.3,10.3191,1.18102,"5"
1.3,10.3192,1.18102,"5"
1.3,10.3274,1.18175,"5"
1.3,10.3451,1.18332,"5"
1.3,10.3624,1.18484,"5"
1.3,10.3707,1.18557,"5"
1.3,10.3793,1.18631,"5"
1.3,10.3795,1.18633,"5"
1.3,10.3877,1.18705,"5"
1.3,10.3882,1.18709,"5"
1.3,10.4141,1.18936,"5"
1.3,10.4311,1.19082,"5"
1.3,10.4396,1.19155,"5"
1.3,10.4398,1.19157,"5"
1.3,10.4481,1.19228,"5"
1.3,10.4485,1.19231,"5"
1.3,10.4744,1.19454,"5"
1.3,10.4914,1.19581,"5"
1.3,10.5002,1.19647,"5"
1.3,10.5084,1.19709,"5"
1.3,10.5086,1.1971,"5"
1.3,10.5175,1.19777,"5"
1.3,10.5349,1.19907,"5"
1.3,10.5434,1.19971,"5"
1.3,10.5518,1.20043,"5"
1.3,10.5688,1.20189,"5"
1.3,10.5689,1.2019,"5"
1.3,10.5691,1.20192,"5"
1.3,10.5778,1.20266,"5"
1.3,10.5952,1.20415,"5"
1.3,10.6035,1.20486,"5"
1.3,10.6038,1.20489,"5"
1.3,10.6205,1.20635,"5"
1.3,10.6293,1.20712,"5"
1.3,10.6295,1.20714,"5"
1.3,10.6468,1.20866,"5"
1.3,10.6642,1.21018,"5"
1.3,10.6725,1.2109,"5"
1.3,10.6727,1.21093,"5"
1.3,10.6808,1.21162,"5"
1.3,10.6896,1.21237,"5"
1.3,10.6898,1.21239,"5"
1.3,10.7071,1.21388,"5"
1.3,10.7073,1.21389,"5"
1.3,10.7325,1.21605,"5"
1.3,10.7328,1.21608,"5"
1.3,10.7331,1.2161,"5"
1.3,10.7332,1.21611,"5"
1.3,10.7499,1.21779,"5"
1.3,10.7502,1.21781,"5"
1.3,10.7675,1.21954,"5"
1.3,10.7763,1.22042,"5"
1.3,10.7929,1.22208,"5"
1.3,10.7932,1.22211,"5"
1.3,10.7934,1.22214,"5"
1.3,10.7936,1.22215,"5"
1.3,10.8017,1.22276,"5"
1.3,10.8022,1.22279,"5"
1.3,10.8191,1.22407,"5"
1.3,10.8278,1.22472,"5"
1.3,10.8366,1.22538,"5"
1.3,10.8532,1.22663,"5"
1.3,10.8535,1.22665,"5"
1.3,10.8624,1.22731,"5"
1.3,10.8711,1.22808,"5"
1.3,10.8795,1.22881,"5"
1.3,10.8882,1.22957,"5"
1.3,10.9049,1.23104,"5"
1.3,10.9056,1.23109,"5"
1.3,10.9138,1.23182,"5"
1.3,10.9314,1.23335,"5"
1.3,10.9398,1.2342,"5"
1.3,10.9401,1.23423,"5"
1.3,10.9572,1.23593,"5"
1.3,10.9653,1.23675,"5"
1.3,10.9746,1.23767,"5"
1.3,10.9828,1.2385,"5"
1.3,10.9917,1.23939,"5"
1.3,10.9999,1.24009,"5"
1.3,11.0088,1.24085,"5"
1.3,11.0091,1.24088,"5"
1.3,11.0175,1.2416,"5"
1.3,11.0256,1.2423,"5"
1.3,11.0349,1.24309,"5"
1.3,11.0432,1.2438,"5"
1.3,11.0521,1.24457,"5"
1.3,11.0605,1.24541,"5"
1.3,11.0609,1.24545,"5"
1.3,11.0689,1.24625,"5"
1.3,11.0694,1.2463,"5"
1.3,11.0695,1.24631,"5"
1.3,11.086,1.24796,"5"
1.3,11.0865,1.24801,"5"
1.3,11.1039,1.24975,"5"
1.3,11.1124,1.2506,"5"
1.3,11.1206,1.25122,"5"
1.3,11.1209,1.25124,"5"
1.3,11.1298,1.25191,"5"
1.3,11.1384,1.25255,"5"
1.3,11.1385,1.25256,"5"
1.3,11.1463,1.25315,"5"
1.3,11.1468,1.25319,"5"
1.3,11.1552,1.25382,"5"
1.3,11.1642,1.25449,"5"
1.3,11.1814,1.25578,"5"
1.3,11.1896,1.2565,"5"
1.3,11.1898,1.25652,"5"
1.3,11.1902,1.25655,"5"
1.3,11.2067,1.25799,"5"
1.3,11.2072,1.25804,"5"
1.3,11.2074,1.25806,"5"
1.3,11.2075,1.25806,"5"
1.3,11.2156,1.25877,"5"
1.3,11.2332,1.26031,"5"
1.3,11.2499,1.26178,"5"
1.3,11.2502,1.2618,"5"
1.3,11.2504,1.26182,"5"
1.3,11.2593,1.26258,"5"
1.3,11.267,1.26324,"5"
1.3,11.2675,1.26329,"5"
1.3,11.2678,1.26331,"5"
1.3,11.2759,1.26401,"5"
1.3,11.2764,1.26405,"5"
1.3,11.2765,1.26405,"5"
1.3,11.2935,1.26552,"5"
1.3,11.3103,1.26696,"5"
1.3,11.3105,1.26698,"5"
1.3,11.3107,1.26699,"5"
1.3,11.3274,1.26824,"5"
1.3,11.3281,1.2683,"5"
1.3,11.3282,1.26831,"5"
1.3,11.3363,1.26891,"5"
1.3,11.3365,1.26893,"5"
1.3,11.3367,1.26894,"5"
1.3,11.3541,1.27024,"5"
1.3,11.3625,1.27088,"5"
1.3,11.3706,1.27149,"5"
1.3,11.3795,1.27215,"5"
1.3,11.3797,1.27217,"5"
1.3,11.3877,1.27277,"5"
1.3,11.3966,1.27344,"5"
1.3,11.3968,1.27345,"5"
1.3,11.3971,1.27348,"5"
1.3,11.3972,1.27348,"5"
1.3,11.4057,1.27412,"5"
1.3,11.4229,1.27541,"5"
1.3,11.423,1.27542,"5"
1.3,11.431,1.27602,"5"
1.3,11.4312,1.27603,"5"
1.3,11.4394,1.27665,"5"
1.3,11.4487,1.27734,"5"
1.3,11.457,1.27817,"5"
1.3,11.4572,1.2782,"5"
1.3,11.4662,1.2791,"5"
1.3,11.4747,1.27995,"5"
1.3,11.4834,1.28082,"5"
1.3,11.4913,1.28161,"5"
1.3,11.4918,1.28166,"5"
1.3,11.5002,1.2825,"5"
1.3,11.5084,1.28332,"5"
1.3,11.509,1.28338,"5"
1.3,11.5173,1.28411,"5"
1.3,11.5351,1.28566,"5"
1.3,11.543,1.28636,"5"
1.3,11.5434,1.28639,"5"
1.3,11.5436,1.28641,"5"
1.3,11.5438,1.28643,"5"
1.3,11.5524,1.28718,"5"
1.3,11.5605,1.28789,"5"
1.3,11.5608,1.28792,"5"
1.3,11.5777,1.28939,"5"
1.3,11.578,1.28942,"5"
1.3,11.604,1.29165,"5"
1.3,11.612,1.29234,"5"
1.3,11.6124,1.29237,"5"
1.3,11.6126,1.29239,"5"
1.3,11.6128,1.2924,"5"
1.3,11.6204,1.29306,"5"
1.3,11.6209,1.2931,"5"
1.3,11.6213,1.29314,"5"
1.3,11.6298,1.29386,"5"
1.3,11.6383,1.29459,"5"
1.3,11.6466,1.29542,"5"
1.3,11.6637,1.29714,"5"
1.3,11.6727,1.29803,"5"
1.3,11.673,1.29806,"5"
1.3,11.6808,1.29884,"5"
1.3,11.6814,1.29891,"5"
1.3,11.6817,1.29894,"5"
1.3,11.6898,1.29975,"5"
1.3,11.6901,1.29978,"5"
1.3,11.6903,1.2998,"5"
1.3,11.707,1.30146,"5"
1.3,11.7241,1.30317,"5"
1.3,11.7411,1.30488,"5"
1.3,11.7417,1.30494,"5"
1.3,11.7418,1.30495,"5"
1.3,11.7419,1.30496,"5"
1.3,11.7502,1.30558,"5"
1.3,11.7506,1.30561,"5"
1.3,11.7507,1.30562,"5"
1.3,11.7593,1.30626,"5"
1.3,11.7673,1.30686,"5"
1.3,11.7677,1.30689,"5"
1.3,11.793,1.30879,"5"
1.3,11.8015,1.30942,"5"
1.3,11.802,1.30947,"5"
1.3,11.8025,1.3095,"5"
1.3,11.8105,1.31011,"5"
1.3,11.8108,1.31012,"5"
1.3,11.8109,1.31013,"5"
1.3,11.811,1.31014,"5"
1.3,11.8195,1.31087,"5"
1.3,11.8197,1.31089,"5"
1.3,11.8277,1.31157,"5"
1.3,11.8283,1.31162,"5"
1.3,11.8532,1.31376,"5"
1.3,11.8709,1.31528,"5"
1.3,11.871,1.31529,"5"
1.3,11.8711,1.3153,"5"
1.3,11.8715,1.31533,"5"
1.3,11.8799,1.31618,"5"
1.3,11.88,1.31618,"5"
1.3,11.888,1.31699,"5"
1.3,11.8887,1.31706,"5"
1.3,11.8972,1.31791,"5"
1.3,11.9135,1.31954,"5"
1.3,11.9147,1.31966,"5"
1.3,11.9314,1.32132,"5"
1.3,11.9399,1.32218,"5"
1.3,11.9401,1.3222,"5"
1.3,11.9402,1.32221,"5"
1.3,11.9483,1.32291,"5"
1.3,11.9489,1.32296,"5"
1.3,11.9491,1.32297,"5"
1.3,11.9492,1.32298,"5"
1.3,11.9576,1.3237,"5"
1.3,11.9577,1.32371,"5"
1.3,11.9739,1.3251,"5"
1.3,11.9916,1.32661,"5"
1.3,11.9917,1.32662,"5"
1.3,11.9921,1.32666,"5"
1.3,12.0004,1.32737,"5"
1.3,12.0005,1.32738,"5"
1.3,12.0006,1.32739,"5"
1.3,12.0087,1.32808,"5"
1.3,12.0095,1.32815,"5"
1.3,12.0172,1.32881,"5"
1.3,12.0179,1.32887,"5"
1.3,12.0266,1.32961,"5"
1.3,12.0342,1.33027,"5"
1.3,12.052,1.3318,"5"
1.3,12.0606,1.33253,"5"
1.3,12.0608,1.33255,"5"
1.3,12.0609,1.33255,"5"
1.3,12.0611,1.33257,"5"
1.3,12.069,1.33317,"5"
1.3,12.0696,1.33321,"5"
1.3,12.0775,1.3338,"5"
1.3,12.0784,1.33387,"5"
1.3,12.0869,1.33451,"5"
1.3,12.0946,1.33508,"5"
1.3,12.0955,1.33516,"5"
1.3,12.1124,1.33642,"5"
1.3,12.1209,1.33706,"5"
1.3,12.1294,1.3377,"5"
1.3,12.1297,1.33772,"5"
1.3,12.1298,1.33773,"5"
1.3,12.1379,1.33843,"5"
1.3,12.1385,1.33849,"5"
1.3,12.1387,1.33851,"5"
1.3,12.1549,1.33993,"5"
1.3,12.1559,1.34001,"5"
1.3,12.156,1.34002,"5"
1.3,12.1645,1.34077,"5"
1.3,12.1812,1.34223,"5"
1.3,12.1814,1.34224,"5"
1.3,12.1897,1.34297,"5"
1.3,12.1982,1.34372,"5"
1.3,12.1987,1.34376,"5"
1.3,12.1988,1.34377,"5"
1.3,12.2075,1.34464,"5"
1.3,12.2077,1.34466,"5"
1.3,12.2153,1.34542,"5"
1.3,12.2162,1.34551,"5"
1.3,12.2335,1.34724,"5"
1.3,12.2336,1.34726,"5"
1.3,12.2417,1.34806,"5"
1.3,12.2501,1.3489,"5"
1.3,12.2502,1.34891,"5"
1.3,12.2585,1.34975,"5"
1.3,12.2591,1.3498,"5"
1.3,12.267,1.35048,"5"
1.3,12.2678,1.35055,"5"
1.3,12.2679,1.35055,"5"
1.3,12.2681,1.35057,"5"
1.3,12.2938,1.35278,"5"
1.3,12.3026,1.35353,"5"
1.3,12.3104,1.3542,"5"
1.3,12.3106,1.35422,"5"
1.3,12.3107,1.35423,"5"
1.3,12.3194,1.35497,"5"
1.3,12.3273,1.35567,"5"
1.3,12.3275,1.35568,"5"
1.3,12.3281,1.35574,"5"
1.3,12.3368,1.3565,"5"
1.3,12.3457,1.35727,"5"
1.3,12.3542,1.35802,"5"
1.3,12.3628,1.35878,"5"
1.3,12.3708,1.35947,"5"
1.3,12.371,1.35949,"5"
1.3,12.3716,1.35954,"5"
1.3,12.3877,1.36095,"5"
1.3,12.3879,1.36097,"5"
1.3,12.3884,1.36101,"5"
1.3,12.3971,1.36176,"5"
1.3,12.4058,1.36251,"5"
1.3,12.414,1.36321,"5"
1.3,12.4146,1.36326,"5"
1.3,12.4231,1.36399,"5"
1.3,12.4311,1.36468,"5"
1.3,12.4318,1.36474,"5"
1.3,12.4396,1.3654,"5"
1.3,12.44,1.36544,"5"
1.3,12.4406,1.36549,"5"
1.3,12.448,1.36613,"5"
1.3,12.4487,1.36619,"5"
1.3,12.4492,1.36623,"5"
1.3,12.4661,1.36771,"5"
1.3,12.4744,1.36843,"5"
1.3,12.4748,1.36847,"5"
1.3,12.4836,1.36924,"5"
1.3,12.4838,1.36926,"5"
1.3,12.4914,1.36993,"5"
1.3,12.4921,1.36998,"5"
1.3,12.4999,1.37067,"5"
1.3,12.5003,1.37071,"5"
1.3,12.5008,1.37074,"5"
1.3,12.5177,1.37223,"5"
1.3,12.5182,1.37227,"5"
1.3,12.5351,1.37371,"5"
1.3,12.5433,1.37442,"5"
1.3,12.5438,1.37446,"5"
1.3,12.5526,1.37522,"5"
1.3,12.5603,1.37588,"5"
1.3,12.5604,1.37589,"5"
1.3,12.5607,1.37591,"5"
1.3,12.5611,1.37595,"5"
1.3,12.5615,1.37598,"5"
1.3,12.5698,1.37669,"5"
1.3,12.5773,1.37734,"5"
1.3,12.578,1.3774,"5"
1.3,12.5954,1.37892,"5"
1.3,12.5958,1.37895,"5"
1.3,12.6037,1.37964,"5"
1.3,12.6041,1.37968,"5"
1.3,12.6206,1.38113,"5"
1.3,12.6208,1.38114,"5"
1.3,12.6216,1.38121,"5"
1.3,12.6301,1.38195,"5"
1.3,12.6377,1.38262,"5"
1.3,12.6387,1.38271,"5"
1.3,12.6391,1.38274,"5"
1.3,12.6469,1.38343,"5"
1.3,12.647,1.38344,"5"
1.3,12.664,1.38514,"5"
1.3,12.6644,1.38518,"5"
1.3,12.6648,1.38521,"5"
1.3,12.6731,1.38605,"5"
1.3,12.681,1.38683,"5"
1.3,12.6811,1.38685,"5"
1.3,12.698,1.38854,"5"
1.3,12.699,1.38864,"5"
1.3,12.6991,1.38865,"5"
1.3,12.6992,1.38866,"5"
1.3,12.7072,1.38946,"5"
1.3,12.7074,1.38948,"5"
1.3,12.7244,1.39093,"5"
1.3,12.7247,1.39097,"5"
1.3,12.7253,1.39102,"5"
1.3,12.7338,1.39175,"5"
1.3,12.7413,1.39239,"5"
1.3,12.7414,1.3924,"5"
1.3,12.7421,1.39245,"5"
1.3,12.7424,1.39248,"5"
1.3,12.7425,1.39249,"5"
1.3,12.7583,1.39385,"5"
1.3,12.7677,1.39465,"5"
1.3,12.768,1.39468,"5"
1.3,12.7681,1.39469,"5"
1.3,12.7762,1.39537,"5"
1.3,12.7767,1.39541,"5"
1.3,12.7933,1.39682,"5"
1.3,12.7937,1.39685,"5"
1.3,12.8016,1.39752,"5"
1.3,12.8018,1.39754,"5"
1.3,12.8028,1.39762,"5"
1.3,12.8029,1.39763,"5"
1.3,12.811,1.39832,"5"
1.3,12.8113,1.39835,"5"
1.3,12.8114,1.39835,"5"
1.3,12.8187,1.39897,"5"
1.3,12.8201,1.39909,"5"
1.3,12.8366,1.40048,"5"
1.3,12.837,1.40052,"5"
1.3,12.8371,1.40053,"5"
1.3,12.8457,1.40125,"5"
1.3,12.8537,1.40193,"5"
1.3,12.8541,1.40196,"5"
1.3,12.8621,1.40265,"5"
1.3,12.879,1.40408,"5"
1.3,12.8798,1.40414,"5"
1.3,12.88,1.40416,"5"
1.3,12.8804,1.40418,"5"
1.3,12.8805,1.4042,"5"
1.3,12.8878,1.40474,"5"
1.3,12.8889,1.40483,"5"
1.3,12.8969,1.40542,"5"
1.3,12.8977,1.40548,"5"
1.3,12.906,1.4061,"5"
1.3,12.9061,1.40611,"5"
1.3,12.914,1.40671,"5"
1.3,12.9146,1.40676,"5"
1.3,12.9225,1.40734,"5"
1.3,12.923,1.40738,"5"
1.3,12.9394,1.40861,"5"
1.3,12.9482,1.40927,"5"
1.3,12.9488,1.40932,"5"
1.3,12.949,1.40934,"5"
1.3,12.9579,1.41023,"5"
1.3,12.958,1.41024,"5"
1.3,12.9581,1.41025,"5"
1.3,12.9659,1.41103,"5"
1.3,12.9744,1.41188,"5"
1.3,12.9749,1.41193,"5"
1.3,12.9751,1.41195,"5"
1.3,12.9753,1.41197,"5"
1.3,12.9836,1.4128,"5"
1.3,12.9915,1.41359,"5"
1.3,12.992,1.41364,"5"
1.3,12.9997,1.41441,"5"
1.3,13.0085,1.4153,"5"
1.3,13.0091,1.41535,"5"
1.3,13.0093,1.41537,"5"
1.3,13.0185,1.41616,"5"
1.3,13.0262,1.41682,"5"
1.3,13.0269,1.41688,"5"
1.3,13.027,1.41689,"5"
1.3,13.0347,1.41755,"5"
1.3,13.0353,1.4176,"5"
1.3,13.0356,1.41763,"5"
1.3,13.0358,1.41764,"5"
1.3,13.0432,1.41827,"5"
1.3,13.0441,1.41835,"5"
1.3,13.0443,1.41837,"5"
1.3,13.0523,1.41906,"5"
1.3,13.0526,1.41908,"5"
1.3,13.0601,1.41972,"5"
1.3,13.0689,1.42048,"5"
1.3,13.0695,1.42053,"5"
1.3,13.0783,1.42119,"5"
1.3,13.0866,1.42181,"5"
1.3,13.0951,1.42245,"5"
1.3,13.0962,1.42253,"5"
1.3,13.1045,1.42316,"5"
1.3,13.1046,1.42316,"5"
1.3,13.1047,1.42318,"5"
1.3,13.1118,1.4237,"5"
1.3,13.1129,1.42379,"5"
1.3,13.113,1.4238,"5"
1.3,13.1133,1.42382,"5"
1.3,13.1213,1.42442,"5"
1.3,13.1216,1.42444,"5"
1.3,13.1292,1.42501,"5"
1.3,13.1384,1.4257,"5"
1.3,13.1473,1.42659,"5"
1.3,13.1554,1.4274,"5"
1.3,13.1555,1.42742,"5"
1.3,13.1725,1.42911,"5"
1.3,13.1735,1.42921,"5"
1.3,13.1736,1.42922,"5"
1.3,13.1738,1.42924,"5"
1.3,13.1808,1.42994,"5"
1.3,13.1817,1.43003,"5"
1.3,13.1819,1.43005,"5"
1.3,13.182,1.43006,"5"
1.3,13.1896,1.43082,"5"
1.3,13.1905,1.43092,"5"
1.3,13.1909,1.43095,"5"
1.3,13.191,1.43096,"5"
1.3,13.1988,1.43174,"5"
1.3,13.2076,1.43252,"5"
1.3,13.2159,1.43324,"5"
1.3,13.2244,1.43398,"5"
1.3,13.2328,1.43472,"5"
1.3,13.2411,1.43545,"5"
1.3,13.2499,1.43622,"5"
1.3,13.2506,1.43628,"5"
1.3,13.2508,1.4363,"5"
1.3,13.2511,1.43632,"5"
1.3,13.2512,1.43633,"5"
1.3,13.2595,1.43706,"5"
1.3,13.2596,1.43707,"5"
1.3,13.26,1.4371,"5"
1.3,13.2678,1.43778,"5"
1.3,13.2685,1.43784,"5"
1.3,13.2686,1.43785,"5"
1.3,13.2762,1.43851,"5"
1.3,13.2766,1.43854,"5"
1.3,13.2847,1.43924,"5"
