"Tpr","Ppr","z","set"
1.45,12.3879,1.3148,"8"
1.45,12.3884,1.31484,"8"
1.45,12.3971,1.31561,"8"
1.45,12.4058,1.31637,"8"
1.45,12.414,1.31709,"8"
1.45,12.4146,1.31714,"8"
1.45,12.4231,1.31788,"8"
1.45,12.4311,1.31848,"8"
1.45,12.4318,1.31853,"8"
1.45,12.4396,1.31912,"8"
1.45,12.44,1.31915,"8"
1.45,12.4406,1.3192,"8"
1.45,12.448,1.31975,"8"
1.45,12.4487,1.3198,"8"
1.45,12.4492,1.31984,"8"
1.45,12.4661,1.32111,"8"
1.45,12.4744,1.32173,"8"
1.45,12.4748,1.32176,"8"
1.45,12.4836,1.32242,"8"
1.45,12.4838,1.32244,"8"
1.45,12.4914,1.32301,"8"
1.45,12.4921,1.32306,"8"
1.45,12.4999,1.32355,"8"
1.45,12.5003,1.32357,"8"
1.45,12.5008,1.3236,"8"
1.45,12.5177,1.32466,"8"
1.45,12.5182,1.32469,"8"
1.45,12.5351,1.32574,"8"
1.45,12.5433,1.32626,"8"
1.45,12.5438,1.32629,"8"
1.45,12.5526,1.32684,"8"
1.45,12.5603,1.32732,"8"
1.45,12.5604,1.32733,"8"
1.45,12.5607,1.32735,"8"
1.45,12.5611,1.32737,"8"
1.45,12.5615,1.3274,"8"
1.45,12.5698,1.32813,"8"
1.45,12.5773,1.32879,"8"
1.45,12.578,1.32886,"8"
1.45,12.5954,1.33038,"8"
1.45,12.5958,1.33041,"8"
1.45,12.6037,1.3311,"8"
1.45,12.6041,1.33114,"8"
1.45,12.6206,1.33258,"8"
1.45,12.6208,1.3326,"8"
1.45,12.6216,1.33267,"8"
1.45,12.6301,1.33341,"8"
1.45,12.6377,1.33389,"8"
1.45,12.6387,1.33395,"8"
1.45,12.6391,1.33397,"8"
1.45,12.6469,1.33446,"8"
1.45,12.647,1.33447,"8"
1.45,12.664,1.33553,"8"
1.45,12.6644,1.33556,"8"
1.45,12.6648,1.33558,"8"
1.45,12.6731,1.3361,"8"
1.45,12.681,1.33659,"8"
1.45,12.6811,1.3366,"8"
1.45,12.698,1.33766,"8"
1.45,12.699,1.33772,"8"
1.45,12.6991,1.33773,"8"
1.45,12.6992,1.33773,"8"
1.45,12.7072,1.33834,"8"
1.45,12.7074,1.33835,"8"
1.45,12.7244,1.33962,"8"
1.45,12.7247,1.33965,"8"
1.45,12.7253,1.33969,"8"
1.45,12.7338,1.34033,"8"
1.45,12.7413,1.34089,"8"
1.45,12.7414,1.3409,"8"
1.45,12.7421,1.34095,"8"
1.45,12.7424,1.34097,"8"
1.45,12.7425,1.34098,"8"
1.45,12.7583,1.34217,"8"
1.45,12.7677,1.34288,"8"
1.45,12.768,1.3429,"8"
1.45,12.7681,1.34291,"8"
1.45,12.7762,1.34351,"8"
1.45,12.7767,1.34355,"8"
1.45,12.7933,1.3448,"8"
1.45,12.7937,1.34483,"8"
1.45,12.8016,1.34542,"8"
1.45,12.8018,1.34543,"8"
1.45,12.8028,1.34551,"8"
1.45,12.8029,1.34552,"8"
1.45,12.811,1.34613,"8"
1.45,12.8113,1.34615,"8"
1.45,12.8114,1.34615,"8"
1.45,12.8187,1.3467,"8"
1.45,12.8201,1.34681,"8"
1.45,12.8366,1.34804,"8"
1.45,12.837,1.34807,"8"
1.45,12.8371,1.34808,"8"
1.45,12.8457,1.34872,"8"
1.45,12.8537,1.34933,"8"
1.45,12.8541,1.34935,"8"
1.45,12.8621,1.34996,"8"
1.45,12.879,1.35123,"8"
1.45,12.8798,1.35129,"8"
1.45,12.88,1.3513,"8"
1.45,12.8804,1.35133,"8"
1.45,12.8805,1.35134,"8"
1.45,12.8878,1.35189,"8"
1.45,12.8889,1.35197,"8"
1.45,12.8969,1.35257,"8"
1.45,12.8977,1.35263,"8"
1.45,12.906,1.35325,"8"
1.45,12.9061,1.35326,"8"
1.45,12.914,1.35385,"8"
1.45,12.9146,1.3539,"8"
1.45,12.9225,1.35449,"8"
1.45,12.923,1.35453,"8"
1.45,12.9394,1.35576,"8"
1.45,12.9482,1.35642,"8"
1.45,12.9488,1.35646,"8"
1.45,12.949,1.35648,"8"
1.45,12.9579,1.35715,"8"
1.45,12.958,1.35715,"8"
1.45,12.9581,1.35716,"8"
1.45,12.9659,1.35774,"8"
1.45,12.9744,1.35838,"8"
1.45,12.9749,1.35842,"8"
1.45,12.9751,1.35844,"8"
1.45,12.9753,1.35846,"8"
1.45,12.9836,1.35917,"8"
1.45,12.9915,1.35984,"8"
1.45,12.992,1.35989,"8"
1.45,12.9997,1.36055,"8"
1.45,13.0085,1.36131,"8"
1.45,13.0091,1.36136,"8"
1.45,13.0093,1.36138,"8"
1.45,13.0185,1.36216,"8"
1.45,13.0262,1.36282,"8"
1.45,13.0269,1.36288,"8"
1.45,13.027,1.36289,"8"
1.45,13.0347,1.36355,"8"
1.45,13.0353,1.3636,"8"
1.45,13.0356,1.36362,"8"
1.45,13.0358,1.36363,"8"
1.45,13.0432,1.36413,"8"
1.45,13.0441,1.36418,"8"
1.45,13.0443,1.3642,"8"
1.45,13.0523,1.36474,"8"
1.45,13.0526,1.36475,"8"
1.45,13.0601,1.36525,"8"
1.45,13.0689,1.36584,"8"
1.45,13.0695,1.36588,"8"
1.45,13.0783,1.36647,"8"
1.45,13.0866,1.36702,"8"
1.45,13.0951,1.36759,"8"
1.45,13.0962,1.36766,"8"
1.45,13.1045,1.36822,"8"
1.45,13.1046,1.36822,"8"
1.45,13.1047,1.36823,"8"
1.45,13.1118,1.3687,"8"
1.45,13.1129,1.36878,"8"
1.45,13.113,1.36878,"8"
1.45,13.1133,1.3688,"8"
1.45,13.1213,1.3693,"8"
1.45,13.1216,1.36932,"8"
1.45,13.1292,1.3698,"8"
1.45,13.1384,1.37037,"8"
1.45,13.1473,1.37093,"8"
1.45,13.1554,1.37143,"8"
1.45,13.1555,1.37144,"8"
1.45,13.1725,1.3725,"8"
1.45,13.1735,1.37256,"8"
1.45,13.1736,1.37257,"8"
1.45,13.1738,1.37258,"8"
1.45,13.1808,1.37302,"8"
1.45,13.1817,1.37308,"8"
1.45,13.1819,1.37309,"8"
1.45,13.182,1.3731,"8"
1.45,13.1896,1.37367,"8"
1.45,13.1905,1.37374,"8"
1.45,13.1909,1.37377,"8"
1.45,13.191,1.37377,"8"
1.45,13.1988,1.37436,"8"
1.45,13.2076,1.37502,"8"
1.45,13.2159,1.37564,"8"
1.45,13.2244,1.37628,"8"
1.45,13.2328,1.37691,"8"
1.45,13.2411,1.37753,"8"
1.45,13.2499,1.37819,"8"
1.45,13.2506,1.37825,"8"
1.45,13.2508,1.37826,"8"
1.45,13.2511,1.37828,"8"
1.45,13.2512,1.37829,"8"
1.45,13.2595,1.37891,"8"
1.45,13.2596,1.37892,"8"
1.45,13.26,1.37895,"8"
1.45,13.2678,1.37953,"8"
1.45,13.2685,1.37959,"8"
1.45,13.2686,1.37959,"8"
1.45,13.2762,1.38017,"8"
1.45,13.2766,1.3802,"8"
1.45,13.2847,1.38081,"8"
1.45,13.2932,1.38144,"8"
1.45,13.3014,1.38206,"8"
1.45,13.3103,1.38272,"8"
1.45,13.3196,1.38342,"8"
1.45,13.3198,1.38344,"8"
1.45,13.3201,1.38346,"8"
1.45,13.3281,1.38406,"8"
1.45,13.3285,1.38409,"8"
1.45,13.3286,1.3841,"8"
1.45,13.3288,1.38411,"8"
1.45,13.3376,1.38477,"8"
1.45,13.3452,1.38534,"8"
1.45,13.3456,1.38537,"8"
1.45,13.3461,1.38541,"8"
1.45,13.3462,1.38542,"8"
1.45,13.3537,1.38598,"8"
1.45,13.3618,1.38659,"8"
1.45,13.3621,1.38661,"8"
1.45,13.3706,1.38725,"8"
1.45,13.38,1.38795,"8"
1.45,13.3887,1.38861,"8"
1.45,13.3888,1.38861,"8"
1.45,13.3971,1.38932,"8"
1.45,13.3975,1.38936,"8"
1.45,13.3976,1.38937,"8"
1.45,13.3977,1.38938,"8"
1.45,13.4056,1.39005,"8"
1.45,13.4064,1.39013,"8"
1.45,13.4135,1.39073,"8"
1.45,13.4225,1.3915,"8"
1.45,13.4237,1.39161,"8"
1.45,13.4238,1.39162,"8"
1.45,13.4239,1.39162,"8"
1.45,13.4309,1.39223,"8"
1.45,13.4489,1.39377,"8"
1.45,13.4491,1.39379,"8"
1.45,13.4574,1.39434,"8"
1.45,13.4577,1.39436,"8"
1.45,13.4659,1.39491,"8"
1.45,13.4665,1.39494,"8"
1.45,13.4667,1.39496,"8"
1.45,13.4754,1.39554,"8"
1.45,13.4828,1.39604,"8"
1.45,13.484,1.39612,"8"
1.45,13.4913,1.3966,"8"
1.45,13.4916,1.39662,"8"
1.45,13.5009,1.39724,"8"
1.45,13.5013,1.39727,"8"
1.45,13.5014,1.39728,"8"
1.45,13.5015,1.39728,"8"
1.45,13.5179,1.39852,"8"
1.45,13.5264,1.39915,"8"
1.45,13.5267,1.39917,"8"
1.45,13.5349,1.39979,"8"
1.45,13.5354,1.39983,"8"
1.45,13.5432,1.40041,"8"
1.45,13.5442,1.40049,"8"
1.45,13.5443,1.4005,"8"
1.45,13.5514,1.40103,"8"
1.45,13.5516,1.40105,"8"
1.45,13.552,1.40107,"8"
1.45,13.553,1.40115,"8"
1.45,13.5616,1.4018,"8"
1.45,13.5699,1.40242,"8"
1.45,13.5789,1.4031,"8"
1.45,13.579,1.4031,"8"
1.45,13.5791,1.40311,"8"
1.45,13.5867,1.40368,"8"
1.45,13.5869,1.40369,"8"
1.45,13.587,1.4037,"8"
1.45,13.5952,1.40432,"8"
1.45,13.6035,1.40494,"8"
1.45,13.6045,1.40501,"8"
1.45,13.6118,1.40556,"8"
1.45,13.612,1.40558,"8"
1.45,13.6123,1.4056,"8"
1.45,13.613,1.40565,"8"
1.45,13.6219,1.40632,"8"
1.45,13.6306,1.40698,"8"
1.45,13.6388,1.40759,"8"
1.45,13.6472,1.40831,"8"
1.45,13.6556,1.40903,"8"
1.45,13.6557,1.40904,"8"
1.45,13.656,1.40906,"8"
1.45,13.6566,1.40911,"8"
1.45,13.6567,1.40912,"8"
1.45,13.6637,1.40972,"8"
1.45,13.6639,1.40974,"8"
1.45,13.6721,1.41045,"8"
1.45,13.6813,1.41123,"8"
1.45,13.682,1.41129,"8"
1.45,13.6821,1.4113,"8"
1.45,13.6909,1.41205,"8"
1.45,13.6992,1.41277,"8"
1.45,13.6995,1.41279,"8"
1.45,13.7082,1.41337,"8"
1.45,13.7161,1.41389,"8"
1.45,13.7162,1.4139,"8"
1.45,13.7242,1.41444,"8"
1.45,13.7245,1.41446,"8"
1.45,13.725,1.41448,"8"
1.45,13.7325,1.41499,"8"
1.45,13.7327,1.415,"8"
1.45,13.7342,1.4151,"8"
1.45,13.7424,1.41565,"8"
1.45,13.7429,1.41568,"8"
1.45,13.743,1.41569,"8"
1.45,13.7511,1.41623,"8"
1.45,13.7598,1.41681,"8"
1.45,13.7768,1.41794,"8"
1.45,13.7772,1.41797,"8"
1.45,13.7846,1.41852,"8"
1.45,13.7847,1.41854,"8"
1.45,13.7849,1.41855,"8"
1.45,13.785,1.41856,"8"
1.45,13.7852,1.41857,"8"
1.45,13.7858,1.41862,"8"
1.45,13.7928,1.41914,"8"
1.45,13.7939,1.41923,"8"
1.45,13.8016,1.41981,"8"
1.45,13.8033,1.41993,"8"
1.45,13.8113,1.42053,"8"
1.45,13.8118,1.42057,"8"
1.45,13.8201,1.42119,"8"
1.45,13.8205,1.42122,"8"
1.45,13.8374,1.42249,"8"
1.45,13.8445,1.42303,"8"
1.45,13.8449,1.42305,"8"
1.45,13.8452,1.42308,"8"
1.45,13.8454,1.42309,"8"
1.45,13.8455,1.4231,"8"
1.45,13.8458,1.42312,"8"
1.45,13.8461,1.42315,"8"
1.45,13.8537,1.42371,"8"
1.45,13.862,1.42433,"8"
1.45,13.8629,1.4244,"8"
1.45,13.8635,1.42444,"8"
1.45,13.8809,1.42576,"8"
1.45,13.8889,1.42636,"8"
1.45,13.889,1.42636,"8"
1.45,13.8894,1.42639,"8"
1.45,13.8981,1.42705,"8"
1.45,13.9049,1.42755,"8"
1.45,13.9064,1.42767,"8"
1.45,13.9139,1.42823,"8"
1.45,13.9141,1.42824,"8"
1.45,13.9142,1.42825,"8"
1.45,13.9144,1.42826,"8"
1.45,13.9145,1.42828,"8"
1.45,13.9147,1.42829,"8"
1.45,13.9223,1.42883,"8"
1.45,13.9237,1.42894,"8"
1.45,13.9319,1.42952,"8"
1.45,13.9324,1.42956,"8"
1.45,13.9579,1.43138,"8"
1.45,13.958,1.43139,"8"
1.45,13.9652,1.4319,"8"
1.45,13.967,1.43203,"8"
1.45,13.9672,1.43204,"8"
1.45,13.9742,1.43254,"8"
1.45,13.9746,1.43257,"8"
1.45,13.9747,1.43258,"8"
1.45,13.9751,1.4326,"8"
1.45,13.9757,1.43264,"8"
1.45,13.9826,1.43308,"8"
1.45,13.983,1.4331,"8"
1.45,13.9835,1.43313,"8"
1.45,13.984,1.43316,"8"
1.45,13.9927,1.43371,"8"
1.45,14.0003,1.43418,"8"
1.45,14.0087,1.43471,"8"
1.45,14.009,1.43473,"8"
1.45,14.0093,1.43475,"8"
1.45,14.0095,1.43475,"8"
1.45,14.0096,1.43477,"8"
1.45,14.0184,1.43531,"8"
1.45,14.0187,1.43533,"8"
1.45,14.0256,1.43576,"8"
1.45,14.0275,1.43588,"8"
1.45,14.036,1.43641,"8"
1.45,14.043,1.43685,"8"
1.45,14.0437,1.43689,"8"
1.45,14.0441,1.43692,"8"
1.45,14.053,1.4377,"8"
1.45,14.0533,1.43773,"8"
1.45,14.0606,1.43837,"8"
1.45,14.0691,1.4391,"8"
1.45,14.0694,1.43913,"8"
1.45,14.0703,1.43922,"8"
1.45,14.0783,1.43992,"8"
1.45,14.0784,1.43993,"8"
1.45,14.0786,1.43994,"8"
1.45,14.0859,1.44058,"8"
1.45,14.0874,1.44071,"8"
1.45,14.0963,1.44149,"8"
1.45,14.1033,1.44211,"8"
1.45,14.104,1.44217,"8"
1.45,14.113,1.44296,"8"
1.45,14.1136,1.443,"8"
1.45,14.1138,1.44301,"8"
1.45,14.1294,1.44418,"8"
1.45,14.1296,1.4442,"8"
1.45,14.1306,1.44427,"8"
1.45,14.131,1.4443,"8"
1.45,14.1384,1.44486,"8"
1.45,14.1387,1.44488,"8"
1.45,14.1393,1.44493,"8"
1.45,14.1463,1.44545,"8"
1.45,14.1474,1.44554,"8"
1.45,14.1476,1.44555,"8"
1.45,14.1563,1.4462,"8"
1.45,14.1637,1.44676,"8"
1.45,14.173,1.44745,"8"
1.45,14.1739,1.44752,"8"
1.45,14.182,1.44813,"8"
1.45,14.1897,1.44861,"8"
1.45,14.1899,1.44863,"8"
1.45,14.1912,1.44871,"8"
1.45,14.1914,1.44872,"8"
1.45,14.1987,1.44917,"8"
1.45,14.1996,1.44923,"8"
1.45,14.2066,1.44967,"8"
1.45,14.2076,1.44973,"8"
1.45,14.2078,1.44974,"8"
1.45,14.2086,1.44979,"8"
1.45,14.2154,1.45022,"8"
1.45,14.2166,1.45029,"8"
1.45,14.2169,1.45031,"8"
1.45,14.2253,1.45084,"8"
1.45,14.2333,1.45134,"8"
1.45,14.2429,1.45194,"8"
1.45,14.2503,1.4524,"8"
1.45,14.251,1.45244,"8"
1.45,14.2587,1.45312,"8"
1.45,14.2669,1.45384,"8"
1.45,14.2677,1.45391,"8"
1.45,14.2688,1.454,"8"
1.45,14.269,1.45402,"8"
1.45,14.2757,1.45461,"8"
1.45,14.2766,1.45469,"8"
1.45,14.2767,1.4547,"8"
1.45,14.2772,1.45474,"8"
1.45,14.2856,1.45547,"8"
1.45,14.2937,1.45618,"8"
1.45,14.2943,1.45623,"8"
1.45,14.2945,1.45625,"8"
1.45,14.2948,1.45628,"8"
1.45,14.3106,1.45766,"8"
1.45,14.3191,1.4584,"8"
1.45,14.32,1.45848,"8"
1.45,14.3205,1.45852,"8"
1.45,14.328,1.45909,"8"
1.45,14.3457,1.46041,"8"
1.45,14.3464,1.46047,"8"
1.45,14.3531,1.46097,"8"
1.45,14.3545,1.46108,"8"
1.45,14.3548,1.4611,"8"
1.45,14.3552,1.46113,"8"
1.45,14.3627,1.46169,"8"
1.45,14.3633,1.46173,"8"
1.45,14.3635,1.46175,"8"
1.45,14.371,1.46231,"8"
1.45,14.3715,1.46235,"8"
1.45,14.3724,1.46242,"8"
1.45,14.3792,1.46293,"8"
1.45,14.3794,1.46294,"8"
1.45,14.3889,1.46366,"8"
1.45,14.3893,1.46369,"8"
1.45,14.397,1.46435,"8"
1.45,14.3981,1.46444,"8"
1.45,14.4147,1.46587,"8"
1.45,14.423,1.46658,"8"
1.45,14.4235,1.46662,"8"
1.45,14.424,1.46667,"8"
1.45,14.4313,1.46729,"8"
1.45,14.4329,1.46742,"8"
1.45,14.4393,1.46798,"8"
1.45,14.4395,1.468,"8"
1.45,14.4397,1.46801,"8"
1.45,14.4404,1.46807,"8"
1.45,14.4409,1.46811,"8"
1.45,14.4411,1.46813,"8"
1.45,14.4493,1.46883,"8"
1.45,14.45,1.46889,"8"
1.45,14.4574,1.46944,"8"
1.45,14.4583,1.46951,"8"
1.45,14.4757,1.47081,"8"
1.45,14.4837,1.47141,"8"
1.45,14.492,1.47204,"8"
1.45,14.4925,1.47207,"8"
1.45,14.4999,1.47263,"8"
1.45,14.5001,1.47264,"8"
1.45,14.5003,1.47266,"8"
1.45,14.5008,1.4727,"8"
1.45,14.5016,1.47276,"8"
1.45,14.5098,1.47338,"8"
1.45,14.5183,1.47401,"8"
1.45,14.5191,1.47407,"8"
1.45,14.5263,1.47461,"8"
1.45,14.5273,1.47469,"8"
1.45,14.5359,1.47533,"8"
1.45,14.5363,1.47536,"8"
1.45,14.5447,1.47599,"8"
1.45,14.5523,1.47656,"8"
1.45,14.5526,1.47659,"8"
1.45,14.5602,1.47716,"8"
1.45,14.5604,1.47717,"8"
1.45,14.5606,1.47719,"8"
1.45,14.5611,1.47722,"8"
1.45,14.5615,1.47725,"8"
1.45,14.5788,1.47855,"8"
1.45,14.5792,1.47858,"8"
1.45,14.5867,1.47914,"8"
1.45,14.5872,1.47918,"8"
1.45,14.5967,1.48,"8"
1.45,14.6048,1.48069,"8"
1.45,14.6049,1.4807,"8"
1.45,14.613,1.48139,"8"
1.45,14.6139,1.48147,"8"
1.45,14.621,1.48208,"8"
1.45,14.6213,1.48211,"8"
1.45,14.6215,1.48212,"8"
1.45,14.6223,1.48219,"8"
1.45,14.6292,1.48278,"8"
1.45,14.6294,1.4828,"8"
1.45,14.6304,1.48289,"8"
1.45,14.6399,1.4837,"8"
1.45,14.647,1.48431,"8"
1.45,14.6476,1.48436,"8"
1.45,14.6564,1.48502,"8"
1.45,14.6569,1.48505,"8"
1.45,14.6647,1.48565,"8"
1.45,14.6739,1.48633,"8"
1.45,14.6743,1.48636,"8"
1.45,14.6813,1.48689,"8"
1.45,14.6817,1.48691,"8"
1.45,14.6824,1.48697,"8"
1.45,14.6897,1.48752,"8"
1.45,14.6904,1.48757,"8"
1.45,14.6915,1.48765,"8"
1.45,14.6994,1.48825,"8"
1.45,14.6999,1.48828,"8"
1.45,14.7074,1.48884,"8"
1.45,14.7166,1.48953,"8"
1.45,14.7254,1.49012,"8"
1.45,14.7337,1.49068,"8"
1.45,14.7345,1.49073,"8"
1.45,14.7429,1.49129,"8"
1.45,14.7499,1.49176,"8"
1.45,14.7501,1.49177,"8"
1.45,14.7503,1.49178,"8"
1.45,14.7506,1.49181,"8"
1.45,14.7519,1.49189,"8"
1.45,14.7594,1.49239,"8"
1.45,14.7601,1.49243,"8"
1.45,14.7684,1.49299,"8"
1.45,14.7691,1.49304,"8"
1.45,14.7775,1.4936,"8"
1.45,14.7779,1.49362,"8"
1.45,14.7942,1.49471,"8"
1.45,14.7944,1.49472,"8"
1.45,14.8027,1.49528,"8"
1.45,14.8104,1.49579,"8"
1.45,14.8106,1.49581,"8"
1.45,14.811,1.49583,"8"
1.45,14.8121,1.4959,"8"
1.45,14.8205,1.49647,"8"
1.45,14.8284,1.49699,"8"
1.45,14.829,1.49704,"8"
1.45,14.8374,1.49759,"8"
1.45,14.8382,1.49764,"8"
1.45,14.8555,1.4988,"8"
1.45,14.863,1.4993,"8"
1.45,14.8708,1.49982,"8"
1.45,14.8712,1.49984,"8"
1.45,14.872,1.4999,"8"
1.45,14.8809,1.50049,"8"
1.45,14.9311,1.50384,"8"
1.45,14.9585,1.50567,"8"
1.45,14.9919,1.50789,"8"
1.45,14.9924,1.50793,"8"
1.45,14.9997,1.50842,"8"
1.45,14.9999,1.50843,"8"
1.45,15.0001,1.50844,"8"
1.45,15.0003,1.50846,"8"
1.45,15.0008,1.50849,"8"
1.5,0,1,"9"
1.5,0.00402266,1.00046,"9"
1.5,0.0903089,0.991677,"9"
1.5,0.116359,0.989025,"9"
1.5,0.150927,0.985506,"9"
1.5,0.159339,0.98465,"9"
1.5,0.168049,0.983763,"9"
1.5,0.185494,0.981988,"9"
1.5,0.220061,0.978469,"9"
1.5,0.236999,0.976745,"9"
1.5,0.245987,0.97583,"9"
1.5,0.280276,0.97234,"9"
1.5,0.280549,0.972312,"9"
1.5,0.306029,0.969718,"9"
1.5,0.306059,0.969715,"9"
1.5,0.306476,0.969673,"9"
1.5,0.332189,0.967055,"9"
1.5,0.332402,0.967034,"9"
1.5,0.349698,0.965273,"9"
1.5,0.366736,0.963539,"9"
1.5,0.375094,0.962688,"9"
1.5,0.375625,0.962634,"9"
1.5,0.392509,0.960915,"9"
1.5,0.392926,0.960873,"9"
1.5,0.400946,0.960056,"9"
1.5,0.401284,0.960022,"9"
1.5,0.418847,0.958234,"9"
1.5,0.435503,0.956539,"9"
1.5,0.435831,0.956505,"9"
1.5,0.436009,0.956487,"9"
1.5,0.444566,0.955616,"9"
1.5,0.444774,0.955595,"9"
1.5,0.461737,0.953868,"9"
1.5,0.461936,0.953848,"9"
1.5,0.462075,0.953834,"9"
1.5,0.47008,0.953019,"9"
1.5,0.478602,0.952167,"9"
1.5,0.478835,0.952144,"9"
1.5,0.479113,0.952116,"9"
1.5,0.487857,0.951242,"9"
1.5,0.487996,0.951228,"9"
1.5,0.496285,0.9504,"9"
1.5,0.504543,0.949575,"9"
1.5,0.505039,0.949525,"9"
1.5,0.505297,0.949499,"9"
1.5,0.513784,0.948651,"9"
1.5,0.530495,0.946981,"9"
1.5,0.530629,0.946966,"9"
1.5,0.530832,0.946943,"9"
1.5,0.53108,0.946914,"9"
1.5,0.531224,0.946898,"9"
1.5,0.539587,0.945943,"9"
1.5,0.547632,0.945024,"9"
1.5,0.54852,0.944922,"9"
1.5,0.556471,0.944014,"9"
1.5,0.556644,0.943994,"9"
1.5,0.557006,0.943953,"9"
1.5,0.564799,0.943063,"9"
1.5,0.565062,0.943033,"9"
1.5,0.565225,0.943014,"9"
1.5,0.565379,0.942997,"9"
1.5,0.565508,0.942982,"9"
1.5,0.565821,0.942946,"9"
1.5,0.573578,0.94206,"9"
1.5,0.573801,0.942035,"9"
1.5,0.582933,0.940992,"9"
1.5,0.59073,0.940101,"9"
1.5,0.590914,0.940081,"9"
1.5,0.599232,0.939457,"9"
1.5,0.599331,0.939449,"9"
1.5,0.599817,0.939413,"9"
1.5,0.60006,0.939395,"9"
1.5,0.600393,0.93937,"9"
1.5,0.608264,0.93878,"9"
1.5,0.608398,0.93877,"9"
1.5,0.608552,0.938758,"9"
1.5,0.608855,0.938736,"9"
1.5,0.617694,0.938073,"9"
1.5,0.625287,0.937504,"9"
1.5,0.625476,0.937489,"9"
1.5,0.625595,0.937481,"9"
1.5,0.625982,0.937452,"9"
1.5,0.634364,0.936823,"9"
1.5,0.634781,0.936792,"9"
1.5,0.642613,0.936205,"9"
1.5,0.643099,0.936168,"9"
1.5,0.643615,0.93613,"9"
1.5,0.65106,0.935571,"9"
1.5,0.659949,0.934905,"9"
1.5,0.660058,0.934894,"9"
1.5,0.660192,0.934881,"9"
1.5,0.660529,0.934847,"9"
1.5,0.660703,0.93483,"9"
1.5,0.660916,0.934808,"9"
1.5,0.668381,0.934062,"9"
1.5,0.676977,0.933203,"9"
1.5,0.677389,0.933162,"9"
1.5,0.677537,0.933147,"9"
1.5,0.677651,0.933136,"9"
1.5,0.678217,0.933079,"9"
1.5,0.685469,0.932355,"9"
1.5,0.685493,0.932352,"9"
1.5,0.685895,0.932312,"9"
1.5,0.686456,0.932256,"9"
1.5,0.686649,0.932237,"9"
1.5,0.695518,0.93135,"9"
1.5,0.702943,0.930608,"9"
1.5,0.70336,0.930567,"9"
1.5,0.711643,0.929739,"9"
1.5,0.712085,0.929695,"9"
1.5,0.712199,0.929683,"9"
1.5,0.712377,0.929665,"9"
1.5,0.712576,0.929645,"9"
1.5,0.712814,0.929622,"9"
1.5,0.720363,0.928867,"9"
1.5,0.720472,0.928856,"9"
1.5,0.720556,0.928848,"9"
1.5,0.728706,0.928033,"9"
1.5,0.729872,0.927917,"9"
1.5,0.730115,0.927893,"9"
1.5,0.746032,0.926302,"9"
1.5,0.746309,0.926274,"9"
1.5,0.746746,0.92623,"9"
1.5,0.746929,0.926212,"9"
1.5,0.747416,0.926163,"9"
1.5,0.755158,0.92539,"9"
1.5,0.755253,0.92538,"9"
1.5,0.755798,0.925326,"9"
1.5,0.763248,0.924581,"9"
1.5,0.764215,0.924484,"9"
1.5,0.764716,0.924434,"9"
1.5,0.771725,0.923734,"9"
1.5,0.771755,0.923731,"9"
1.5,0.771973,0.923709,"9"
1.5,0.77235,0.923671,"9"
1.5,0.773099,0.923597,"9"
1.5,0.780678,0.922839,"9"
1.5,0.780777,0.922829,"9"
1.5,0.781293,0.922785,"9"
1.5,0.7898,0.922056,"9"
1.5,0.790137,0.922027,"9"
1.5,0.798098,0.921345,"9"
1.5,0.798326,0.921326,"9"
1.5,0.799021,0.921266,"9"
1.5,0.807215,0.920564,"9"
1.5,0.814804,0.919914,"9"
1.5,0.814829,0.919912,"9"
1.5,0.814977,0.919899,"9"
1.5,0.816064,0.919806,"9"
1.5,0.816322,0.919784,"9"
1.5,0.823682,0.919153,"9"
1.5,0.824149,0.919114,"9"
1.5,0.825255,0.919019,"9"
1.5,0.832685,0.918382,"9"
1.5,0.832973,0.918358,"9"
1.5,0.840899,0.917678,"9"
1.5,0.841187,0.917654,"9"
1.5,0.841499,0.917623,"9"
1.5,0.841767,0.917596,"9"
1.5,0.842248,0.917548,"9"
1.5,0.842556,0.917517,"9"
1.5,0.849391,0.916834,"9"
1.5,0.849629,0.91681,"9"
1.5,0.849713,0.916802,"9"
1.5,0.850611,0.916712,"9"
1.5,0.857982,0.915975,"9"
1.5,0.858512,0.915922,"9"
1.5,0.859856,0.915788,"9"
1.5,0.86817,0.914957,"9"
1.5,0.868532,0.914921,"9"
1.5,0.875942,0.91418,"9"
1.5,0.876145,0.91416,"9"
1.5,0.876314,0.914143,"9"
1.5,0.876537,0.914121,"9"
1.5,0.884478,0.913327,"9"
1.5,0.884667,0.913308,"9"
1.5,0.885471,0.913228,"9"
1.5,0.885828,0.913192,"9"
1.5,0.892623,0.912513,"9"
1.5,0.90106,0.91167,"9"
1.5,0.901085,0.911667,"9"
1.5,0.901601,0.911616,"9"
1.5,0.902459,0.91153,"9"
1.5,0.903129,0.911463,"9"
1.5,0.909959,0.910781,"9"
1.5,0.910693,0.910707,"9"
1.5,0.910861,0.91069,"9"
1.5,0.91855,0.909922,"9"
1.5,0.918748,0.909902,"9"
1.5,0.918931,0.909884,"9"
1.5,0.920048,0.909772,"9"
1.5,0.920429,0.909734,"9"
1.5,0.927279,0.909049,"9"
1.5,0.927736,0.909004,"9"
1.5,0.92784,0.908993,"9"
1.5,0.928385,0.908939,"9"
1.5,0.935652,0.908213,"9"
1.5,0.937348,0.908043,"9"
